Pregunta,Consulta,Tabla,Valores,Categoría
Filtra todos los contratos de Suministros vinculados a Ourense.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ourense' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'tipo': 'Suministros', 'region': 'Ourense'}",region_tipo
¿Tienes información de contratos de Suministros para Ávila?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ávila' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'tipo': 'Suministros', 'region': 'Ávila'}",region_tipo
Enséñame los contratos de Obras que apliquen en Ávila.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ávila' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Ávila'}",region_tipo
¿Cuáles son los contratos de Suministros en Principado de Asturias?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Principado de Asturias' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'tipo': 'Suministros', 'region': 'Principado de Asturias'}",region_tipo
Lista todas las licitaciones sobre Obras en Galicia.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Galicia' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Galicia'}",region_tipo
Enseña los contratos de Gestión de Servicios Públicos que hayan salido en Menorca.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Menorca' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'Menorca'}",region_tipo
¿Podrías indicarme todos los contratos de Servicios disponibles en A Coruña?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'A Coruña' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'A Coruña'}",region_tipo
Enseña los expedientes de Obras que se hayan emitido en Lleida.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Lleida' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Lleida'}",region_tipo
"Busco licitaciones de Concesión de Servicios en Barcelona, ¿hay licitaciones?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Barcelona' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Barcelona'}",region_tipo
¿Podrías indicarme todos los expedientes de Obras dados de alta en Málaga?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Málaga' AND expedientes.procurement_project_type_code = 'Obras';,expedientes,"{'tipo': 'Obras', 'region': 'Málaga'}",region_tipo
Filtra todas las licitaciones de Concesión de Servicios asociadas a Comunidad de Madrid.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunidad de Madrid' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Comunidad de Madrid'}",region_tipo
¿Tienes información de licitaciones de Privado para Eivissa y Formentera?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Eivissa y Formentera' AND expedientes.procurement_project_type_code = 'Privado';,expedientes,"{'tipo': 'Privado', 'region': 'Eivissa y Formentera'}",region_tipo
¿Existen contratos de Patrimonial para Tarragona ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Tarragona' AND expedientes.procurement_project_type_code = 'Patrimonial';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Tarragona'}",region_tipo
Expedientes de Gestión de Servicios Públicos para Segovia: ¿puedes listarlos?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Segovia' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'Segovia'}",region_tipo
Filtra en Aragón los expedientes de Suministros disponibles.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Aragón' AND expedientes.procurement_project_type_code = 'Suministros';,expedientes,"{'region': 'Aragón', 'tipo': 'Suministros'}",region_tipo
"Contratos relacionados con Gestión de Servicios Públicos para Noroeste, ¿me los enseñas?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Noroeste' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos';,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'Noroeste'}",region_tipo
Necesito consultar contratos de Concesión de Servicios para Gipuzkoa.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gipuzkoa' AND expedientes.procurement_project_type_code = 'Concesión de Servicios';,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Gipuzkoa'}",region_tipo
Filtra todos los expedientes de Servicios asociados a Castilla-La Mancha.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castilla-La Mancha' AND expedientes.procurement_project_type_code = 'Servicios';,expedientes,"{'tipo': 'Servicios', 'region': 'Castilla-La Mancha'}",region_tipo
Muéstrame todas las licitaciones Publicado en España.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'España' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'estado': 'Publicado', 'region': 'España'}",region_estado
¿Qué expedientes Anuncio Previo están registrados en Melilla?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Melilla' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Melilla'}",region_estado
Muéstrame todas las licitaciones Adjudicado en Mallorca.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Mallorca' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'estado': 'Adjudicado', 'region': 'Mallorca'}",region_estado
Enseña las licitaciones que estén En evaluación en Cuenca.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cuenca' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Cuenca'}",region_estado
Filtra los contratos En evaluación de Cantabria.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cantabria' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Cantabria'}",region_estado
Enseña los contratos que estén Publicado en Madrid.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Madrid' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'estado': 'Publicado', 'region': 'Madrid'}",region_estado
Solicito información de expedientes Anuncio Previo en Este.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Este' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Este'}",region_estado
¿Cuántos expedientes Anuncio Previo hay disponibles en Castellón/Castelló?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castellón/Castelló' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Castellón/Castelló'}",region_estado
Filtra por Canarias las licitaciones con estado Publicado.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Canarias' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'region': 'Canarias', 'estado': 'Publicado'}",region_estado
Quiero ver todos los expedientes de Pontevedra que tengan estado Publicado.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Pontevedra' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'region': 'Pontevedra', 'estado': 'Publicado'}",region_estado
Muéstrame todas las licitaciones Publicado en Sur.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Sur' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'estado': 'Publicado', 'region': 'Sur'}",region_estado
"Expedientes Anuncio Previo en Melilla, ¿puedes listarlos?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Melilla' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Melilla'}",region_estado
Expedientes Resuelto de Córdoba,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Córdoba' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'Córdoba'}",region_estado
Filtra los expedientes Resuelto de A Coruña.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'A Coruña' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'A Coruña'}",region_estado
¿Cuántas licitaciones Adjudicado hay disponibles en País Vasco?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'País Vasco' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'estado': 'Adjudicado', 'region': 'País Vasco'}",region_estado
Dame los expedientesAnuncio Previo en Sur,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Sur' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Sur'}",region_estado
